model,seed,subset,n_cases,Recall@20,NDCG@20,MRR@20,Coverage@20
MetadataComiRecSA,42,div_heterogeneous,184229,0.0603379489656894,0.0235369267605042,0.0135698856945761,0.44175
MetadataComiRecSA,42,div_homogeneous,184229,0.0833256436283104,0.0322223727595112,0.0183797618941024,0.43885
MetadataComiRecSA,42,div_medium,189812,0.0713232040123912,0.0275923743544657,0.015761817734488,0.43565
MetadataComiRecSA,42,len_long,187368,0.0639543572008027,0.0246449961895814,0.0140084251812642,0.41625
MetadataComiRecSA,42,len_medium,182053,0.0731270564066508,0.0282984208899659,0.0161634467018969,0.4311
MetadataComiRecSA,42,len_short,188849,0.0778876245042335,0.0303964950193663,0.017529874140979,0.4314
MetadataComiRecSA,42,target_pop_head,299382,0.1141985824131043,0.0452031912862614,0.0264452458990308,0.46465
MetadataComiRecSA,42,target_pop_mid,213442,0.0254542217557931,0.0086457610340161,0.0042034460842333,0.45905
MetadataComiRecSA,42,target_pop_tail,45446,0.0084275843858645,0.0028925188565945,0.0013953093028807,0.38515
MetadataComiRecSA,43,all,558270,0.0733086141114514,0.0287403605997012,0.0166565943455558,0.50015
MetadataComiRecSA,43,div_heterogeneous,184229,0.0617709481134891,0.0241499817678952,0.0139423219969102,0.4422
MetadataComiRecSA,43,div_homogeneous,184229,0.0844221050974602,0.0331960735176083,0.0193158167277437,0.4346
MetadataComiRecSA,43,div_medium,189812,0.0737203127304912,0.0288710655427591,0.0167100251100521,0.4337
MetadataComiRecSA,43,len_long,187368,0.0644400324495111,0.0248853229307435,0.0142025042113813,0.41045
MetadataComiRecSA,43,len_medium,182053,0.0754175981719609,0.0297535961062,0.0173521024537464,0.4307
MetadataComiRecSA,43,len_short,188849,0.080074556921138,0.0315883933363991,0.0184209596460849,0.4378
MetadataComiRecSA,43,target_pop_head,299382,0.118383870773794,0.0472990968585077,0.0279407931916476,0.4591
MetadataComiRecSA,43,target_pop_mid,213442,0.0242032964458728,0.0083621292675501,0.0041750412384354,0.45865
MetadataComiRecSA,43,target_pop_tail,45446,0.0069973154953131,0.0021905844557724,0.00094127593138,0.3848
MetadataComiRecSA,44,all,558270,0.0799935515073351,0.0319720172596493,0.0189108806235899,0.5038
MetadataComiRecSA,44,div_heterogeneous,184229,0.0695167427495128,0.028123397596217,0.0168650746106005,0.43915
